,Title,Published_date,Views,Likes,Comments,Month
1684,Laplace Transform of Basic Signals (Unit Ramp Signal),2018-02-22,57639,448,16,Feb
1685,Variable Naming Conventions,2018-02-22,410176,5141,97,Feb
1686,Introduction to Variables,2018-02-21,700464,9171,196,Feb
1687,Computer System Architecture,2018-02-21,576742,7346,144,Feb
1688,Introduction to Laplace Transform,2018-02-20,272049,2419,46,Feb
1689,Laplace Transform of Basic Signals (Exponential Signals),2018-02-20,102930,953,48,Feb
1690,C Programming – Features & The First C Program,2018-02-20,1545735,19897,464,Feb
1691,Laplace Transform of Basic Signals (DC Value & Signum Function),2018-02-19,46469,383,11,Feb
1692,TOC – Conclusion and Summary,2018-02-19,64625,1714,264,Feb
1693,Introduction to Programming and Data Structures,2018-02-19,1140359,14409,502,Feb
1694,Laplace Transform of Basic Signals (Unit Step Signal),2018-02-17,61249,507,9,Feb
1695,Laplace Transform of Basic Signals (Unit Impulse Signal),2018-02-17,83074,698,9,Feb
1696,Shortcut for Region of Convergence (ROC),2018-02-16,127758,1198,116,Feb
1697,Brain Teaser 6 | The Long Jumper,2018-02-16,6450,49,67,Feb
1698,Final Value Theorem,2018-02-16,87961,704,22,Feb
1699,Initial Value Theorem,2018-02-15,110674,943,24,Feb
1700,Properties of Laplace Transform (Part 6),2018-02-15,59603,417,23,Feb
1701,Undecidability of the Post Correspondence Problem,2018-02-14,142096,1401,35,Feb
1702,Properties of Laplace Transform (Part 5),2018-02-13,63503,439,7,Feb
1703,Properties of Laplace Transform (Part 4),2018-02-11,71414,488,8,Feb
1704,Properties of Laplace Transform (Part 3),2018-02-10,73039,526,10,Feb
1705,Properties of Laplace Transform (Part 2),2018-02-10,86052,588,24,Feb
1706,Brain Teaser 5 | Triangle's Area,2018-02-09,7777,58,83,Feb
1707,Properties of Laplace Transform (Part 1),2018-02-09,135497,987,32,Feb
1708,ROC and Stability,2018-02-08,102592,840,49,Feb
1709,ROC and its Properties,2018-02-08,193117,1759,46,Feb
1710,The Post Correspondence Problem,2018-02-08,267906,3322,37,Feb
1711,Condition for Existence of Laplace Transform,2018-02-06,111930,970,39,Feb
1712,Relation between Laplace Transform & Fourier Transform,2018-02-06,148237,1359,35,Feb
1713,Undecidability of the Halting Problem,2018-02-05,203179,2369,127,Feb
1714,Fourier Transform (Solved Problems 22 & 23),2018-02-04,28982,196,20,Feb
1715,Fourier Transform (Solved Problem 21),2018-02-03,33092,229,11,Feb
1716,Brain Teaser 4 | Can You Solve This 508 Matchstick Puzzle?,2018-02-02,23931,118,257,Feb
1717,Fourier Transform (Solved Problem 20),2018-02-02,31382,218,38,Feb
1718,Fourier Transform (Solved Problem 19),2018-02-01,32712,234,46,Feb
1719,Fourier Transform (Solved Problem 18),2018-02-01,30451,210,9,Feb
1720,Fourier Transform (Solved Problem 17),2018-01-31,30231,206,7,Jan
1721,Fourier Transform (Solved Problem 16),2018-01-31,29970,176,8,Jan
1722,Fourier Transform (Solved Problem 15),2018-01-30,34072,218,12,Jan
1723,The Halting Problem,2018-01-30,332234,3644,42,Jan
1724,Fourier Transform (Solved Problem 14),2018-01-29,45503,354,33,Jan
1725,Universal Turing Machine,2018-01-29,314738,3304,40,Jan
1726,Fourier Transform (Solved Problem 13),2018-01-29,37475,242,48,Jan
1727,Fourier Transform (Solved Problem 12),2018-01-28,37945,182,42,Jan
1728,x(t)−X(ω) Pairs (Shortcut for Objectives),2018-01-28,31547,229,7,Jan
1729,Fourier Transform (Solved Problem 11),2018-01-27,64985,395,9,Jan
1730,Decidability and Undecidability,2018-01-27,392949,4784,82,Jan
1731,Fourier Transform for Periodic Signals,2018-01-26,106568,780,22,Jan
1732,Brain Teaser 3 | Rope Around The Earth,2018-01-26,16292,111,82,Jan
1733,Calculation of Cn using Fourier Transform,2018-01-26,50934,337,11,Jan
1734,Fourier Transform (Solved Problem 10),2018-01-25,53243,312,15,Jan
1735,Fourier Transform (Solved Problem 9),2018-01-25,54077,328,22,Jan
1736,Fourier Transform (Solved Problem 8),2018-01-25,58286,322,14,Jan
1737,Fourier Transform (Solved Problem 7),2018-01-24,63114,406,73,Jan
1738,Fourier Transform (Solved Problem 6),2018-01-24,70593,409,109,Jan
1739,Turing Machine as Problem Solvers,2018-01-24,102714,947,24,Jan
1740,Fourier Transform (Solved Problem 5),2018-01-23,81780,501,113,Jan
1741,Nondeterministic Turing Machine (Part 2),2018-01-23,117475,1112,25,Jan
1742,Fourier Transform (Solved Problem 4),2018-01-22,95215,588,107,Jan
1743,Fourier Transform (Solved Problem 3),2018-01-22,136752,609,78,Jan
1744,Nondeterministic Turing Machine (Part 1),2018-01-22,199828,1981,28,Jan
1745,Fourier Transform (Solved Problem 2),2018-01-21,149103,899,77,Jan
1746,Fourier Transform (Solved Problem 1),2018-01-21,319094,1887,93,Jan
1747,Fourier Transform of Basic Signals (Sampling Function),2018-01-20,83279,552,21,Jan
1748,Fourier Transform of Basic Signals (Triangular Function),2018-01-20,167038,1390,33,Jan
1749,Multitape Turing Machine,2018-01-19,250010,2449,63,Jan
1750,Brain Teaser 2 | Family & The Bridge,2018-01-19,21297,262,132,Jan
1751,Fourier Transform of Basic Signals (Rectangular Function),2018-01-19,181783,1258,47,Jan
1752,Fourier Transform of sgn(t) & u(t) [Important Shortcut],2018-01-18,105206,888,14,Jan
1753,Turing Machine Programming Techniques (Part 3),2018-01-16,128007,1090,25,Jan
1754,Fourier Transform of Basic Signals (Sinω₀t),2018-01-16,123907,937,19,Jan
1755,Fourier Transform of Basic Signals (Cosω₀t),2018-01-16,160831,1166,21,Jan
1756,We're Hiring!,2018-01-16,340637,706,150,Jan
1757,Fourier Transform of Basic Signals (Complex Exponential Signal),2018-01-15,116070,962,33,Jan
1758,Fourier Transform of Basic Signals (Unit Step Signal),2018-01-15,157750,1216,45,Jan
1759,Fourier Transform of Basic Signals (Signum Function),2018-01-14,143166,1232,35,Jan
1760,Fourier Transform of Basic Signals (Exponential Signals),2018-01-14,189236,1543,54,Jan
1761,Fourier Transform of Basic Signals (Impulse Signal),2018-01-13,142239,1006,30,Jan
1762,Fourier Transform of Basic Signals (DC Value),2018-01-13,151201,1197,24,Jan
1763,Brain Teaser 1 | Belts,2018-01-12,37648,418,144,Jan
1764,Duality Property of Fourier Transform,2018-01-12,166245,1496,57,Jan
1765,Parseval's Energy Theorem,2018-01-11,160649,1220,20,Jan
1766,Properties of Fourier Transform (Part 8),2018-01-11,136457,802,31,Jan
1767,Properties of Fourier Transform (Part 7),2018-01-10,155836,969,38,Jan
1768,Properties of Fourier Transform (Part 6),2018-01-10,152756,870,23,Jan
1769,Properties of Fourier Transform (Part 5),2018-01-09,162506,1015,11,Jan
1770,Properties of Fourier Transform (Part 4),2018-01-07,181273,1139,19,Jan
1771,Properties of Fourier Transform (Part 3),2018-01-07,199605,1389,22,Jan
1772,Properties of Fourier Transform (Part 2),2018-01-06,199702,1199,21,Jan
1773,Properties of Fourier Transform (Part 1),2018-01-06,308087,2102,32,Jan
1774,Conditions for Existence of Fourier Transform (Dirichlet Conditions),2018-01-05,218882,1826,46,Jan
1775,Fourier Series for LTI Systems,2018-01-04,76973,708,40,Jan
1776,Introduction to Fourier Transform,2018-01-04,626236,5652,86,Jan
1777,Properties of Fourier Series (Solved Problems),2018-01-02,62230,499,17,Jan
1778,Parseval's Power Theorem (Solved Example),2018-01-01,71713,626,15,Jan
1779,Parseval's Power Theorem,2018-01-01,149834,1285,33,Jan
1780,Properties of Fourier Series (Part 6),2017-12-31,61161,455,14,Dec
1781,Properties of Fourier Series (Part 5),2017-12-31,68552,449,17,Dec
1782,Properties of Fourier Series (Part 4),2017-12-30,74254,561,29,Dec
1783,Properties of Fourier Series (Part 3),2017-12-30,83121,589,12,Dec
1784,Properties of Fourier Series (Part 2),2017-12-28,99529,792,20,Dec
1785,Properties of Fourier Series (Part 1),2017-12-27,145941,1132,19,Dec
1786,Hidden Symmetry in Fourier Series (Examples),2017-12-27,49588,487,21,Dec
1787,Symmetricities in Fourier Series (Part 2),2017-12-25,56455,473,19,Dec
1788,Symmetricities in Fourier Series (Part 1),2017-12-24,84634,742,36,Dec
1789,Complex Exponential Fourier Series (Solved MCQ 3),2017-12-22,42526,359,43,Dec
1790,Complex Exponential Fourier Series (Solved MCQ 2),2017-12-21,42347,279,8,Dec
1791,Complex Exponential Fourier Series (Solved MCQ 1),2017-12-20,56548,378,19,Dec
1792,x(t)−Cn Pairs (Shortcut for Objectives),2017-12-20,59887,462,15,Dec
1793,Relation between Fourier Coefficients (Solved Problem),2017-12-19,70193,621,89,Dec
1794,Relation between Fourier Coefficients,2017-12-19,102389,953,34,Dec
1795,Complex Exponential Fourier Series (Example 5),2017-12-18,115826,1032,19,Dec
1796,Complex Exponential Fourier Series (Example 4),2017-12-16,94211,679,103,Dec
1797,Complex Exponential Fourier Series (Example 3),2017-12-01,135880,1228,38,Dec
1798,Complex Exponential Fourier Series (Example 2),2017-11-30,144494,915,26,Nov
1799,Complex Exponential Fourier Series (Example 1),2017-11-29,276353,2149,69,Nov
1800,Complex Exponential Fourier Series,2017-11-29,288649,2419,37,Nov
1801,Trigonometric Fourier Series (Example 5),2017-11-28,96765,791,15,Nov
1802,Trigonometric Fourier Series (Example 4),2017-11-27,112047,869,93,Nov
1803,Trigonometric Fourier Series (Example 3),2017-11-25,145657,1080,117,Nov
1804,Trigonometric Fourier Series (Example 2),2017-11-24,273246,2635,138,Nov
1805,Trigonometric Fourier Series (Example 1),2017-11-22,440220,4192,159,Nov
1806,Trigonometric Fourier Series,2017-11-21,378887,3700,272,Nov
1807,Conditions for Existence of Fourier Series (Dirichlet Conditions),2017-11-03,337330,4041,147,Nov
1808,Introduction to Fourier Series,2017-10-31,697024,8387,231,Oct
1809,Standard Differential Equation for LTI Systems,2017-10-28,112229,1043,46,Oct
1810,Turing Machine Programming Techniques (Part 2),2017-10-27,153204,1240,54,Oct
1811,Turing Machine Programming Techniques (Part 1),2017-10-26,231557,1996,40,Oct
1812,Group Delay & Phase Delay (Solved Problems),2017-10-13,38416,348,62,Oct
1813,Group Delay and Phase Delay,2017-10-12,83776,771,24,Oct
1814,Turing Machine for Even Palindromes,2017-10-11,361371,3853,150,Oct
1815,Distortionless LTI System,2017-10-11,36483,388,26,Oct
1816,Phase Distortion in LTI Systems,2017-10-10,27883,231,6,Oct
1817,Magnitude Distortion in LTI Systems,2017-10-10,26398,229,6,Oct
1818,Harmonics and LTI System,2017-10-09,31377,284,14,Oct
1819,Stable LTI System (Solved Problems) | Part 2,2017-10-09,29879,281,23,Oct
1820,Stable LTI System (Solved Problems) | Part 1,2017-10-08,43112,436,52,Oct
1821,Stable LTI System,2017-10-05,63749,574,10,Oct
1822,Causal LTI System (Solved Problems),2017-10-05,48988,442,42,Oct
1823,Causal LTI System,2017-10-04,82411,771,16,Oct
1824,Static LTI System (Solved Problems),2017-10-04,40518,333,34,Oct
1825,Convolution Operation (Shortcut),2017-10-03,152199,1344,34,Oct
1826,Static LTI System,2017-10-03,60353,510,20,Oct
1827,Convolution (Solved Problem 6),2017-10-03,81495,626,22,Oct
1828,Convolution (Solved Problem 5),2017-09-22,83633,585,32,Sep
1829,Convolution (Solved Problem 4),2017-09-21,92676,745,48,Sep
1830,The Church-Turing Thesis,2017-09-20,286981,3290,57,Sep
1831,Convolution (Solved Problem 3),2017-09-20,110839,722,64,Sep
1832,Convolution (Solved Problem 2),2017-09-19,142540,849,154,Sep
1833,Convolution (Solved Problem 1),2017-09-19,261160,1858,64,Sep
1834,Turing Machine (Example 2),2017-09-18,553742,5873,187,Sep
1835,Properties of Convolution (Part 4),2017-09-16,100919,869,30,Sep
1836,Properties of Convolution (Part 3),2017-09-15,110908,904,124,Sep
1837,Properties of Convolution (Part 2),2017-09-14,134516,1082,20,Sep
1838,Properties of Convolution (Part 1),2017-09-13,217069,1944,34,Sep
1839,Turing Machine (Example 1),2017-09-12,762097,6496,129,Sep
1840,Introduction to Convolution Operation,2017-09-12,875750,10468,374,Sep
1841,Turing Machine (Formal Definition),2017-09-11,421877,4196,69,Sep
1842,Impulse Response and Convolution,2017-09-11,390550,3305,64,Sep
1843,Transfer Function Calculation,2017-09-09,116060,1068,79,Sep
1844,Join Our Forum (forum.nesoacademy.org),2017-09-08,1933,38,12,Sep
1845,Transfer Function,2017-09-08,213737,1620,46,Sep
1846,Linear Time-Invariant (LTI) Systems,2017-09-08,381020,3436,39,Sep
1847,Prerequisites for LTI Systems (Laplace Transform),2017-09-07,136285,1284,61,Sep
1848,Prerequisites for LTI Systems (Revision of Linearity & Time Variance),2017-09-07,125522,1149,20,Sep
1849,Stable and Unstable Systems (Solved Problems) | Part 2,2017-09-06,90562,679,144,Sep
1850,Turing Machine - Introduction (Part 2),2017-09-05,521072,5089,47,Sep
1851,Stable and Unstable Systems (Solved Problems) | Part 1,2017-09-05,154588,1247,114,Sep
1852,Stable and Unstable Systems,2017-09-04,292924,2731,151,Sep
1853,Turing Machine - Introduction (Part 1),2017-09-03,927612,8277,83,Sep
1854,Invertible and Non-Invertible Systems (Solved Problems),2017-09-02,106878,1026,177,Sep
1855,Invertible and Non-Invertible Systems,2017-09-01,140814,1360,33,Sep
1856,Checking System Linearity using Transfer Characteristics,2017-09-01,45841,453,20,Sep
1857,Linear and Non-Linear Systems (All Properties),2017-08-31,59527,566,38,Aug
1858,Linear and Non-Linear Systems (Various Nonlinear Operators),2017-08-31,47694,457,20,Aug
1859,Linear and Non-Linear Systems (Real & Imaginary Operators),2017-08-30,49333,479,25,Aug
1860,Linear and Non-Linear Systems (Even & Odd Operators),2017-08-30,52882,467,12,Aug
1861,Linear and Non-Linear Systems (Integral & Differential Operators),2017-08-29,73670,704,9,Aug
1862,Linear and Non-Linear Systems (Solved Problems) | Part 4,2017-08-28,94478,903,32,Aug
1863,Linear and Non-Linear Systems (Solved Problems) | Part 3,2017-08-27,112878,970,83,Aug
1864,Linear and Non-Linear Systems (Solved Problems) | Part 2,2017-08-26,150471,1298,109,Aug
1865,Linear and Non-Linear Systems (Solved Problems) | Part 1,2017-08-25,320177,2800,180,Aug
1866,Linear and Non-Linear Systems,2017-08-25,397670,4588,93,Aug
1867,Basics of OS (I/O Structure),2017-08-24,541558,7954,152,Aug
1868,Time-Invariant and Time-Variant Systems (Split System),2017-08-23,80663,871,38,Aug
1869,Time-Invariant and Time-Variant Systems (Solved Problems) | Part 2,2017-08-23,127840,1151,35,Aug
1870,Time-Invariant and Time-Variant Systems (Solved Problems) | Part 1,2017-08-22,255788,2643,171,Aug
1871,Basics of OS (Storage Structure),2017-08-21,476370,6957,144,Aug
1872,Time-Invariant and Time-Variant Systems,2017-08-21,395736,4342,211,Aug
1873,Equivalence of CFG and PDA (Part 2b),2017-08-20,155509,1076,61,Aug
1874,Equivalence of CFG and PDA (Part 2a),2017-08-18,241647,1580,24,Aug
1875,Causal and Non-Causal Systems (Solved Problems) | Part 2,2017-08-15,130060,1272,175,Aug
1876,Causal and Non-Causal Systems (Solved Problems) | Part 1,2017-08-15,215478,2147,285,Aug
1877,Causal and Non-Causal Systems,2017-08-14,325255,3171,71,Aug
1878,Equivalence of CFG and PDA (Part 1),2017-08-14,594094,4167,163,Aug
1879,Static and Dynamic Systems (Solved Problems) | Part 2,2017-08-12,105738,1077,193,Aug
1880,Static and Dynamic Systems (Solved Problems) | Part 1,2017-08-11,161467,1670,192,Aug
1881,Static and Dynamic Systems,2017-08-11,233225,2372,124,Aug
1882,Basic System Properties,2017-08-10,184459,2103,28,Aug
1883,Graphical Integration - Examples (Part 1),2017-08-09,43364,400,14,Aug
1884,Graphical Integration - Examples (Part 2),2017-08-09,25684,285,8,Aug
1885,Integration of Continuous-Time Signals (Solved Problem),2017-08-08,36538,339,17,Aug
1886,Integration of Continuous-Time Signals,2017-08-08,57204,557,22,Aug
1887,Basics of OS (Computer System Operation),2017-08-05,905572,12495,277,Aug
1888,Differentiation of Continuous Time Signals (Solved Problems),2017-08-04,52903,482,14,Aug
1889,Differentiation of Continuous-Time Signals,2017-08-03,73131,725,16,Aug
1890,Mathematical Representation of Signal Waveforms (Solved Problems),2017-08-03,124478,1563,78,Aug
1891,"Energy, Power & NENP Signals (Solved Problem 1)",2017-08-02,47377,405,13,Aug
1892,Introduction to Operating Systems,2017-08-02,2386151,28853,630,Aug
1893,Mathematical Representation of Signal Waveforms (Shortcut),2017-08-02,151309,1931,151,Aug
1894,Impulse Signal (Solved Problems) | Part 2,2017-08-01,60165,610,132,Aug
1895,Impulse Signal (Solved Problems) | Part 1,2017-08-01,95557,905,25,Aug
1896,Pushdown Automata Example (Even Palindrome) PART-3,2017-08-01,269579,1983,52,Aug
1897,Properties of Impulse Signal (Part 2),2017-07-31,105702,1164,35,Jul
1898,Properties of Impulse Signal (Part 1),2017-07-31,182252,1693,53,Jul
1899,"Energy, Power & NENP Signals (Solved Problem 3)",2017-07-30,46994,410,17,Jul
1900,"Energy, Power & NENP Signals (Solved Problem 2)",2017-07-30,42855,397,48,Jul
1901,Pushdown Automata Example (Even Palindrome) PART-2,2017-07-28,398652,3825,168,Jul
1902,Pushdown Automata Example (Even Palindrome) PART-1,2017-07-26,749761,6308,205,Jul
1903,"Shortcut for Energy, Power & NENP Signals",2017-07-26,72652,831,37,Jul
1904,Neither Energy Nor Power (NENP) Signals,2017-07-25,63009,615,15,Jul
1905,Pushdown Automata (Graphical Notation),2017-07-24,647987,7146,169,Jul
1906,"Power, RMS & Average Values of Standard Signals",2017-07-24,80511,845,32,Jul
1907,Pushdown Automata (Formal Definition),2017-07-23,634367,5813,68,Jul
1908,Power of CT Signals (Solved Problems) | Part 3,2017-07-22,65744,600,36,Jul
1909,Power of CT Signals (Solved Problems) | Part 2,2017-07-22,75089,594,55,Jul
1910,Pushdown Automata (Introduction),2017-07-22,885295,8318,78,Jul
1911,Power of CT Signals (Solved Problems) | Part 1,2017-07-21,127454,997,81,Jul
1912,Power Signals,2017-07-21,167579,1475,116,Jul
1913,Pumping Lemma (For Context Free Languages) - Examples (Part 2),2017-07-21,269334,2498,122,Jul
1914,Energy of CT Signals (Solved Problems) | Part 3,2017-07-20,89698,764,35,Jul
1915,Energy of CT Signals (Solved Problems) | Part 2,2017-07-20,107393,955,41,Jul
1916,Energy of CT Signals (Solved Problems) | Part 1,2017-07-19,176260,1501,52,Jul
